course,A,B,C,D,F,total,gpa,Q,professor,semester,year,college,department
ECEN-474,2,1,2,0,0,5,3.000,0,KARSILAYAN A ,FALL,2024,ENGINEERING,ELECTRICAL & COMPUTER ENG
ECEN-477,2,2,1,0,0,5,3.200,0,MADSEN C ,FALL,2024,ENGINEERING,ELECTRICAL & COMPUTER ENG
ECEN-477,2,1,2,0,0,5,3.000,0,MADSEN C ,FALL,2024,ENGINEERING,ELECTRICAL & COMPUTER ENG
ECEN-477,1,4,0,0,0,5,3.200,0,MADSEN C ,FALL,2024,ENGINEERING,ELECTRICAL & COMPUTER ENG
ECEN-489,10,10,2,0,1,23,3.217,2,MENON A ,FALL,2024,ENGINEERING,ELECTRICAL & COMPUTER ENG
ECEN-489,3,4,4,0,0,11,2.909,1,YI S ,FALL,2024,ENGINEERING,ELECTRICAL & COMPUTER ENG
ECEN-489,3,2,1,0,0,6,3.333,0,ENTESARI K ,FALL,2024,ENGINEERING,ELECTRICAL & COMPUTER ENG
ECEN-489,4,3,0,0,0,7,3.571,0,ENTESARI K ,FALL,2024,ENGINEERING,ELECTRICAL & COMPUTER ENG
ECEN-491,6,0,0,0,0,6,4.000,0,RAJENDRAN J ,FALL,2024,ENGINEERING,ELECTRICAL & COMPUTER ENG
ECEN-601,15,10,2,0,1,28,3.357,0,NARAYANAN K ,FALL,2024,ENGINEERING,ELECTRICAL & COMPUTER ENG
ECEN-602,14,14,1,0,0,29,3.448,0,ANNAPAREDDY N ,FALL,2024,ENGINEERING,ELECTRICAL & COMPUTER ENG
ECEN-602,2,6,0,0,0,8,3.250,0,ANNAPAREDDY N ,FALL,2024,ENGINEERING,ELECTRICAL & COMPUTER ENG
ECEN-611,12,0,0,0,0,12,4.000,3,TOLIYAT H ,FALL,2024,ENGINEERING,ELECTRICAL & COMPUTER ENG
ECEN-613,14,11,0,0,0,25,3.560,0,ENJETI P ,FALL,2024,ENGINEERING,ELECTRICAL & COMPUTER ENG
ECEN-615,15,2,2,0,0,19,3.684,0,CHEN X ,FALL,2024,ENGINEERING,ELECTRICAL & COMPUTER ENG
ECEN-620,19,10,0,0,0,29,3.655,1,PALERMO S ,FALL,2024,ENGINEERING,ELECTRICAL & COMPUTER ENG
ECEN-620,10,4,0,0,0,14,3.714,2,PALERMO S ,FALL,2024,ENGINEERING,ELECTRICAL & COMPUTER ENG
ECEN-621,11,28,0,0,0,39,3.282,0,ZHANG X ,FALL,2024,ENGINEERING,ELECTRICAL & COMPUTER ENG
ECEN-635,4,8,1,1,0,14,3.071,0,NEVELS R ,FALL,2024,ENGINEERING,ELECTRICAL & COMPUTER ENG
ECEN-646,8,8,0,0,0,16,3.500,2,SAVARI S ,FALL,2024,ENGINEERING,ELECTRICAL & COMPUTER ENG
ECEN-649,38,1,0,0,0,39,3.974,0,BRAGA NETO U ,FALL,2024,ENGINEERING,ELECTRICAL & COMPUTER ENG
ECEN-649,5,0,0,0,0,5,4.000,0,BRAGA NETO U ,FALL,2024,ENGINEERING,ELECTRICAL & COMPUTER ENG
ECEN-651,5,8,1,0,0,14,3.285,0,LU M ,FALL,2024,ENGINEERING,ELECTRICAL & COMPUTER ENG
ECEN-651,7,8,1,0,0,16,3.375,0,LU M ,FALL,2024,ENGINEERING,ELECTRICAL & COMPUTER ENG
ECEN-686,31,0,0,0,0,31,4.000,0,EHSANI M ,FALL,2024,ENGINEERING,ELECTRICAL & COMPUTER ENG
ECEN-689,9,2,0,0,1,12,3.500,0,MENON A ,FALL,2024,ENGINEERING,ELECTRICAL & COMPUTER ENG
ECEN-689,9,4,0,0,0,13,3.692,0,YI S ,FALL,2024,ENGINEERING,ELECTRICAL & COMPUTER ENG
ECEN-689,15,0,0,0,0,15,4.000,0,SHAKKOTTAI S ,FALL,2024,ENGINEERING,ELECTRICAL & COMPUTER ENG
ECEN-689,7,0,0,0,0,7,4.000,0,QIAN X ,FALL,2024,ENGINEERING,ELECTRICAL & COMPUTER ENG
ECEN-704,12,2,3,1,2,20,3.050,1,KARSILAYAN A ,FALL,2024,ENGINEERING,ELECTRICAL & COMPUTER ENG
ECEN-704,5,4,2,7,0,18,2.388,1,KARSILAYAN A ,FALL,2024,ENGINEERING,ELECTRICAL & COMPUTER ENG
ECEN-704,4,10,4,2,0,20,2.800,1,KARSILAYAN A ,FALL,2024,ENGINEERING,ELECTRICAL & COMPUTER ENG
ECEN-714,5,0,0,0,0,5,4.000,0,CHOI S ,FALL,2024,ENGINEERING,ELECTRICAL & COMPUTER ENG
ECEN-714,4,1,0,0,0,5,3.800,0,CHOI S ,FALL,2024,ENGINEERING,ELECTRICAL & COMPUTER ENG
ECEN-714,3,1,1,0,0,5,3.400,0,CHOI S ,FALL,2024,ENGINEERING,ELECTRICAL & COMPUTER ENG
ECEN-714,10,6,1,0,1,18,3.333,1,CHOI S ,FALL,2024,ENGINEERING,ELECTRICAL & COMPUTER ENG
ECEN-715,4,5,0,0,0,9,3.444,0,BEGOVIC M ,FALL,2024,ENGINEERING,ELECTRICAL & COMPUTER ENG
ECEN-719,10,2,0,0,0,12,3.833,0,HU J ,FALL,2024,ENGINEERING,ELECTRICAL & COMPUTER ENG
ECEN-719,13,2,0,0,0,15,3.866,0,HU J ,FALL,2024,ENGINEERING,ELECTRICAL & COMPUTER ENG
ECEN-719,11,3,0,0,0,14,3.785,0,HU J ,FALL,2024,ENGINEERING,ELECTRICAL & COMPUTER ENG
ECEN-742,3,1,1,0,0,5,3.400,0,TOLIYAT H ,FALL,2024,ENGINEERING,ELECTRICAL & COMPUTER ENG
ECEN-749,2,2,2,0,0,6,3.000,0,KHATRI S ,FALL,2024,ENGINEERING,ELECTRICAL & COMPUTER ENG
ECEN-749,4,0,1,0,0,5,3.600,0,KHATRI S ,FALL,2024,ENGINEERING,ELECTRICAL & COMPUTER ENG
ECEN-749,5,2,0,0,0,7,3.714,0,KHATRI S ,FALL,2024,ENGINEERING,ELECTRICAL & COMPUTER ENG
ECEN-749,4,0,1,0,0,5,3.600,0,KHATRI S ,FALL,2024,ENGINEERING,ELECTRICAL & COMPUTER ENG
ECEN-749,2,4,0,0,0,6,3.333,0,KHATRI S ,FALL,2024,ENGINEERING,ELECTRICAL & COMPUTER ENG
ECEN-752,22,0,0,0,0,22,4.000,0,KHATRI S ,FALL,2024,ENGINEERING,ELECTRICAL & COMPUTER ENG
ECEN-753,4,2,0,0,0,6,3.666,0,SPRINTSON A ,FALL,2024,ENGINEERING,ELECTRICAL & COMPUTER ENG
ECEN-758,50,7,0,0,0,57,3.877,0,PEEPLES J ,FALL,2024,ENGINEERING,ELECTRICAL & COMPUTER ENG
ECEN-758,28,13,2,0,0,43,3.604,0,PEEPLES J ,FALL,2024,ENGINEERING,ELECTRICAL & COMPUTER ENG
ECEN-758,8,2,0,0,0,10,3.800,0,PEEPLES J ,FALL,2024,ENGINEERING,ELECTRICAL & COMPUTER ENG
ECEN-771,26,1,0,0,0,27,3.962,0,KISH L ,FALL,2024,ENGINEERING,ELECTRICAL & COMPUTER ENG
ECEN-772,8,5,1,0,1,15,3.266,0,ZOU J ,FALL,2024,ENGINEERING,ELECTRICAL & COMPUTER ENG
ECEN-773,7,4,0,0,0,11,3.636,1,LIN P ,FALL,2024,ENGINEERING,ELECTRICAL & COMPUTER ENG
ECEN-776,11,3,0,0,0,14,3.785,0,KISH L ,FALL,2024,ENGINEERING,ELECTRICAL & COMPUTER ENG
ENTC-485,8,3,0,0,0,11,3.727,0,SONG X ,FALL,2024,ENGINEERING,ENG TECH & IND DISTRIBUTION
ENTC-611,21,0,0,0,0,21,4.000,0,FINK R ,FALL,2024,ENGINEERING,ENG TECH & IND DISTRIBUTION
ENTC-629,30,1,0,0,0,31,3.967,0,LORANGER L ,FALL,2024,ENGINEERING,ENG TECH & IND DISTRIBUTION
ENTC-641,24,20,0,0,1,45,3.466,0,ALVARADO J ,FALL,2024,ENGINEERING,ENG TECH & IND DISTRIBUTION
ENTC-689,6,0,0,0,0,6,4.000,0,FINK R ,FALL,2024,ENGINEERING,ENG TECH & IND DISTRIBUTION
ESET-210,8,8,3,1,0,20,3.150,0,TOFIGHI ZAVAREH A ,FALL,2024,ENGINEERING,ENG TECH & IND DISTRIBUTION
ESET-210,8,9,5,0,0,22,3.136,0,TOFIGHI ZAVAREH A ,FALL,2024,ENGINEERING,ENG TECH & IND DISTRIBUTION
ESET-210,2,14,4,2,0,22,2.727,0,TOFIGHI ZAVAREH A ,FALL,2024,ENGINEERING,ENG TECH & IND DISTRIBUTION
ESET-210,7,9,4,1,0,21,3.047,0,TOFIGHI ZAVAREH A ,FALL,2024,ENGINEERING,ENG TECH & IND DISTRIBUTION
ESET-210,9,8,1,1,0,19,3.315,0,TOFIGHI ZAVAREH A ,FALL,2024,ENGINEERING,ENG TECH & IND DISTRIBUTION
ESET-210,10,8,1,0,0,19,3.473,0,TOFIGHI ZAVAREH A ,FALL,2024,ENGINEERING,ENG TECH & IND DISTRIBUTION
ESET-210,8,4,6,0,0,18,3.111,1,TOFIGHI ZAVAREH A ,FALL,2024,ENGINEERING,ENG TECH & IND DISTRIBUTION
ESET-210,8,9,0,1,1,19,3.157,0,TOFIGHI ZAVAREH A ,FALL,2024,ENGINEERING,ENG TECH & IND DISTRIBUTION
ESET-210,11,5,2,1,0,19,3.368,0,TOFIGHI ZAVAREH A ,FALL,2024,ENGINEERING,ENG TECH & IND DISTRIBUTION
ESET-210,1,7,1,1,0,10,2.800,0,TOFIGHI ZAVAREH A ,FALL,2024,ENGINEERING,ENG TECH & IND DISTRIBUTION
ESET-211,4,8,2,0,0,14,3.142,1,GODAGE I ,FALL,2024,ENGINEERING,ENG TECH & IND DISTRIBUTION
ESET-211,4,5,3,1,0,13,2.923,2,GODAGE I ,FALL,2024,ENGINEERING,ENG TECH & IND DISTRIBUTION
ESET-211,5,9,1,0,0,15,3.266,2,GODAGE I ,FALL,2024,ENGINEERING,ENG TECH & IND DISTRIBUTION
ESET-211,0,8,5,1,0,14,2.500,1,GODAGE I ,FALL,2024,ENGINEERING,ENG TECH & IND DISTRIBUTION
ESET-211,2,9,2,1,0,14,2.857,0,GODAGE I ,FALL,2024,ENGINEERING,ENG TECH & IND DISTRIBUTION
ESET-219,12,5,2,0,0,19,3.526,1,PORTER L ,FALL,2024,ENGINEERING,ENG TECH & IND DISTRIBUTION
ESET-219,12,5,1,0,0,18,3.611,1,PORTER L ,FALL,2024,ENGINEERING,ENG TECH & IND DISTRIBUTION
ESET-219,11,7,1,0,1,20,3.350,0,PORTER L ,FALL,2024,ENGINEERING,ENG TECH & IND DISTRIBUTION
ESET-219,13,2,3,0,1,19,3.368,1,PORTER L ,FALL,2024,ENGINEERING,ENG TECH & IND DISTRIBUTION
ESET-219,10,5,3,0,1,19,3.210,1,PORTER L ,FALL,2024,ENGINEERING,ENG TECH & IND DISTRIBUTION
ESET-219,13,5,1,0,0,19,3.631,0,PORTER L ,FALL,2024,ENGINEERING,ENG TECH & IND DISTRIBUTION
ESET-219,12,5,3,0,0,20,3.450,0,PORTER L ,FALL,2024,ENGINEERING,ENG TECH & IND DISTRIBUTION
ESET-219,8,6,3,1,0,18,3.166,0,PORTER L ,FALL,2024,ENGINEERING,ENG TECH & IND DISTRIBUTION
ESET-219,12,3,2,3,0,20,3.200,0,PORTER L ,FALL,2024,ENGINEERING,ENG TECH & IND DISTRIBUTION
ESET-219,14,3,3,0,0,20,3.550,0,PORTER L ,FALL,2024,ENGINEERING,ENG TECH & IND DISTRIBUTION
ESET-219,5,5,0,0,0,10,3.500,0,PORTER L ,FALL,2024,ENGINEERING,ENG TECH & IND DISTRIBUTION
ESET-219,6,2,1,0,0,9,3.555,1,PORTER L ,FALL,2024,ENGINEERING,ENG TECH & IND DISTRIBUTION
ESET-219,5,3,2,0,0,10,3.300,0,PORTER L ,FALL,2024,ENGINEERING,ENG TECH & IND DISTRIBUTION
ESET-269,4,13,2,0,0,19,3.105,0,CROSBY G ,FALL,2024,ENGINEERING,ENG TECH & IND DISTRIBUTION
ESET-269,8,7,2,1,0,18,3.222,0,CROSBY G ,FALL,2024,ENGINEERING,ENG TECH & IND DISTRIBUTION
ESET-269,2,6,3,1,1,13,2.538,0,CROSBY G ,FALL,2024,ENGINEERING,ENG TECH & IND DISTRIBUTION
ESET-269,3,12,3,1,0,19,2.894,0,CROSBY G ,FALL,2024,ENGINEERING,ENG TECH & IND DISTRIBUTION
ESET-269,4,4,2,0,0,10,3.200,0,CROSBY G ,FALL,2024,ENGINEERING,ENG TECH & IND DISTRIBUTION
ESET-269,4,6,1,0,0,11,3.272,0,CROSBY G ,FALL,2024,ENGINEERING,ENG TECH & IND DISTRIBUTION
ESET-269,4,9,2,1,0,16,3.000,0,CROSBY G ,FALL,2024,ENGINEERING,ENG TECH & IND DISTRIBUTION
ESET-269,6,7,5,1,0,19,2.947,0,CROSBY G ,FALL,2024,ENGINEERING,ENG TECH & IND DISTRIBUTION
ESET-269,5,10,3,0,0,18,3.111,0,CROSBY G ,FALL,2024,ENGINEERING,ENG TECH & IND DISTRIBUTION
ESET-269,0,6,1,0,0,7,2.857,0,KARIM M ,FALL,2024,ENGINEERING,ENG TECH & IND DISTRIBUTION
ESET-269,2,11,3,0,0,16,2.937,0,KARIM M ,FALL,2024,ENGINEERING,ENG TECH & IND DISTRIBUTION
ESET-269,2,8,1,0,0,11,3.090,0,KARIM M ,FALL,2024,ENGINEERING,ENG TECH & IND DISTRIBUTION
ESET-300,6,12,1,0,1,20,3.100,0,WALLACE J ,FALL,2024,ENGINEERING,ENG TECH & IND DISTRIBUTION
ESET-300,5,11,4,0,0,20,3.050,0,WALLACE J ,FALL,2024,ENGINEERING,ENG TECH & IND DISTRIBUTION
ESET-300,5,10,2,0,0,17,3.176,0,WALLACE J ,FALL,2024,ENGINEERING,ENG TECH & IND DISTRIBUTION
ESET-300,8,9,3,0,0,20,3.250,0,WALLACE J ,FALL,2024,ENGINEERING,ENG TECH & IND DISTRIBUTION
ESET-300,11,7,2,0,0,20,3.450,0,WALLACE J ,FALL,2024,ENGINEERING,ENG TECH & IND DISTRIBUTION
ESET-300,8,11,1,0,0,20,3.350,0,WALLACE J ,FALL,2024,ENGINEERING,ENG TECH & IND DISTRIBUTION
ESET-300,9,9,1,0,1,20,3.250,0,WALLACE J ,FALL,2024,ENGINEERING,ENG TECH & IND DISTRIBUTION
ESET-300,8,10,1,0,0,19,3.368,0,WALLACE J ,FALL,2024,ENGINEERING,ENG TECH & IND DISTRIBUTION
ESET-300,9,9,2,0,0,20,3.350,0,WALLACE J ,FALL,2024,ENGINEERING,ENG TECH & IND DISTRIBUTION
ESET-300,13,6,1,0,0,20,3.600,0,WALLACE J ,FALL,2024,ENGINEERING,ENG TECH & IND DISTRIBUTION
ESET-300,11,9,0,0,0,20,3.550,0,WALLACE J ,FALL,2024,ENGINEERING,ENG TECH & IND DISTRIBUTION
ESET-300,16,3,1,0,0,20,3.750,0,WALLACE J ,FALL,2024,ENGINEERING,ENG TECH & IND DISTRIBUTION
ESET-315,3,8,5,1,0,17,2.764,0,GOULART A ,FALL,2024,ENGINEERING,ENG TECH & IND DISTRIBUTION
ESET-315,4,8,4,1,0,17,2.882,0,GOULART A ,FALL,2024,ENGINEERING,ENG TECH & IND DISTRIBUTION
ESET-315,4,13,1,0,0,18,3.166,0,GOULART A ,FALL,2024,ENGINEERING,ENG TECH & IND DISTRIBUTION
ESET-315,2,10,5,0,0,17,2.823,0,GOULART A ,FALL,2024,ENGINEERING,ENG TECH & IND DISTRIBUTION
ESET-315,5,9,2,0,0,16,3.187,0,GOULART A ,FALL,2024,ENGINEERING,ENG TECH & IND DISTRIBUTION
ESET-315,6,7,3,0,0,16,3.187,0,GOULART A ,FALL,2024,ENGINEERING,ENG TECH & IND DISTRIBUTION
ESET-315,6,7,1,0,0,14,3.357,0,GOULART A ,FALL,2024,ENGINEERING,ENG TECH & IND DISTRIBUTION
ESET-315,2,11,2,1,0,16,2.875,0,GOULART A ,FALL,2024,ENGINEERING,ENG TECH & IND DISTRIBUTION
ESET-319,18,1,0,0,0,19,3.947,0,AUCOIN B ,FALL,2024,ENGINEERING,ENG TECH & IND DISTRIBUTION
ESET-319,17,3,0,0,0,20,3.850,0,AUCOIN B ,FALL,2024,ENGINEERING,ENG TECH & IND DISTRIBUTION
ESET-319,17,3,0,0,0,20,3.850,0,AUCOIN B ,FALL,2024,ENGINEERING,ENG TECH & IND DISTRIBUTION
ESET-319,16,4,0,0,0,20,3.800,0,AUCOIN B ,FALL,2024,ENGINEERING,ENG TECH & IND DISTRIBUTION
ESET-319,17,3,0,0,0,20,3.850,0,AUCOIN B ,FALL,2024,ENGINEERING,ENG TECH & IND DISTRIBUTION
ESET-329,7,11,2,0,0,20,3.250,0,ZHAN W ,FALL,2024,ENGINEERING,ENG TECH & IND DISTRIBUTION
ESET-329,2,12,4,0,0,18,2.888,0,ZHAN W ,FALL,2024,ENGINEERING,ENG TECH & IND DISTRIBUTION
ESET-329,10,3,6,1,0,20,3.100,0,ZHAN W ,FALL,2024,ENGINEERING,ENG TECH & IND DISTRIBUTION
ESET-329,6,6,2,0,0,14,3.285,1,ZHAN W ,FALL,2024,ENGINEERING,ENG TECH & IND DISTRIBUTION
ESET-329,9,9,1,0,0,19,3.421,1,ZHAN W ,FALL,2024,ENGINEERING,ENG TECH & IND DISTRIBUTION
ESET-333,18,3,0,0,0,21,3.857,0,LEONARD M ,FALL,2024,ENGINEERING,ENG TECH & IND DISTRIBUTION
ESET-333,17,3,0,0,0,20,3.850,0,LEONARD M ,FALL,2024,ENGINEERING,ENG TECH & IND DISTRIBUTION
ESET-333,20,0,0,0,0,20,4.000,0,LEONARD M ,FALL,2024,ENGINEERING,ENG TECH & IND DISTRIBUTION
ESET-333,17,3,0,0,0,20,3.850,0,LEONARD M ,FALL,2024,ENGINEERING,ENG TECH & IND DISTRIBUTION
ESET-333,15,3,0,0,0,18,3.833,0,LEONARD M ,FALL,2024,ENGINEERING,ENG TECH & IND DISTRIBUTION
ESET-349,7,4,6,0,0,17,3.058,0,KARIM M ,FALL,2024,ENGINEERING,ENG TECH & IND DISTRIBUTION
ESET-349,3,13,3,0,0,19,3.000,0,KARIM M ,FALL,2024,ENGINEERING,ENG TECH & IND DISTRIBUTION
ESET-349,4,8,8,0,0,20,2.800,0,KARIM M ,FALL,2024,ENGINEERING,ENG TECH & IND DISTRIBUTION
ESET-349,2,9,7,1,0,19,2.631,0,KARIM M ,FALL,2024,ENGINEERING,ENG TECH & IND DISTRIBUTION
ESET-349,4,11,2,1,1,19,2.842,0,KARIM M ,FALL,2024,ENGINEERING,ENG TECH & IND DISTRIBUTION
ESET-349,4,8,7,1,0,20,2.750,0,KARIM M ,FALL,2024,ENGINEERING,ENG TECH & IND DISTRIBUTION
ESET-349,8,8,4,0,0,20,3.200,0,KARIM M ,FALL,2024,ENGINEERING,ENG TECH & IND DISTRIBUTION
ESET-349,5,14,2,0,0,21,3.142,0,KARIM M ,FALL,2024,ENGINEERING,ENG TECH & IND DISTRIBUTION
ESET-350,2,5,10,0,0,17,2.529,0,BOSSHARD J ,FALL,2024,ENGINEERING,ENG TECH & IND DISTRIBUTION
ESET-350,3,5,9,0,1,18,2.500,1,BOSSHARD J ,FALL,2024,ENGINEERING,ENG TECH & IND DISTRIBUTION
ESET-350,0,6,8,2,1,17,2.117,2,BOSSHARD J ,FALL,2024,ENGINEERING,ENG TECH & IND DISTRIBUTION
ESET-350,3,5,5,3,1,17,2.352,0,BOSSHARD J ,FALL,2024,ENGINEERING,ENG TECH & IND DISTRIBUTION
ESET-350,3,4,8,2,1,18,2.333,0,BOSSHARD J ,FALL,2024,ENGINEERING,ENG TECH & IND DISTRIBUTION
ESET-350,3,5,4,3,1,16,2.375,2,BOSSHARD J ,FALL,2024,ENGINEERING,ENG TECH & IND DISTRIBUTION
ESET-350,6,5,6,1,0,18,2.888,0,BOSSHARD J ,FALL,2024,ENGINEERING,ENG TECH & IND DISTRIBUTION
ESET-350,3,10,4,0,0,17,2.941,0,BOSSHARD J ,FALL,2024,ENGINEERING,ENG TECH & IND DISTRIBUTION
ESET-350,7,5,3,3,0,18,2.888,0,BOSSHARD J ,FALL,2024,ENGINEERING,ENG TECH & IND DISTRIBUTION
ESET-350,0,4,9,1,1,15,2.066,2,BOSSHARD J ,FALL,2024,ENGINEERING,ENG TECH & IND DISTRIBUTION
ESET-352,3,5,0,1,0,9,3.111,1,MUNNS T ,FALL,2024,ENGINEERING,ENG TECH & IND DISTRIBUTION
ESET-352,3,9,4,0,0,16,2.937,0,MUNNS T ,FALL,2024,ENGINEERING,ENG TECH & IND DISTRIBUTION
ESET-352,5,7,3,0,0,15,3.133,1,MUNNS T ,FALL,2024,ENGINEERING,ENG TECH & IND DISTRIBUTION
ESET-352,5,9,1,1,0,16,3.125,0,MUNNS T ,FALL,2024,ENGINEERING,ENG TECH & IND DISTRIBUTION
ESET-352,1,8,3,0,0,12,2.833,0,MUNNS T ,FALL,2024,ENGINEERING,ENG TECH & IND DISTRIBUTION
ESET-355,4,4,8,1,0,17,2.647,1,BOSSHARD J ,FALL,2024,ENGINEERING,ENG TECH & IND DISTRIBUTION
ESET-355,3,4,6,2,0,15,2.533,0,BOSSHARD J ,FALL,2024,ENGINEERING,ENG TECH & IND DISTRIBUTION
ESET-355,5,5,7,1,0,18,2.777,0,BOSSHARD J ,FALL,2024,ENGINEERING,ENG TECH & IND DISTRIBUTION
ESET-355,2,3,8,2,1,16,2.187,1,BOSSHARD J ,FALL,2024,ENGINEERING,ENG TECH & IND DISTRIBUTION
ESET-355,2,6,9,1,0,18,2.500,0,BOSSHARD J ,FALL,2024,ENGINEERING,ENG TECH & IND DISTRIBUTION
ESET-359,2,8,0,0,0,10,3.200,0,HUDSON L ,FALL,2024,ENGINEERING,ENG TECH & IND DISTRIBUTION
ESET-359,9,6,2,0,0,17,3.411,0,HUDSON L ,FALL,2024,ENGINEERING,ENG TECH & IND DISTRIBUTION
ESET-359,11,6,0,0,0,17,3.647,0,HUDSON L ,FALL,2024,ENGINEERING,ENG TECH & IND DISTRIBUTION
ESET-359,8,8,0,0,0,16,3.500,0,HUDSON L ,FALL,2024,ENGINEERING,ENG TECH & IND DISTRIBUTION
ESET-359,5,9,1,0,0,15,3.266,0,HUDSON L ,FALL,2024,ENGINEERING,ENG TECH & IND DISTRIBUTION
ESET-359,3,6,2,0,0,11,3.090,0,HUDSON L ,FALL,2024,ENGINEERING,ENG TECH & IND DISTRIBUTION
ESET-359,9,7,0,0,0,16,3.562,0,HUDSON L ,FALL,2024,ENGINEERING,ENG TECH & IND DISTRIBUTION
ESET-359,7,8,0,0,0,15,3.466,0,HUDSON L ,FALL,2024,ENGINEERING,ENG TECH & IND DISTRIBUTION
ESET-359,6,3,3,0,0,12,3.250,0,HUDSON L ,FALL,2024,ENGINEERING,ENG TECH & IND DISTRIBUTION
ESET-369,1,15,5,0,0,21,2.809,0,HUR B ,FALL,2024,ENGINEERING,ENG TECH & IND DISTRIBUTION
ESET-369,4,11,3,0,0,18,3.055,2,HUR B ,FALL,2024,ENGINEERING,ENG TECH & IND DISTRIBUTION
ESET-369,4,12,3,0,0,19,3.052,0,HUR B ,FALL,2024,ENGINEERING,ENG TECH & IND DISTRIBUTION
ESET-369,4,11,4,0,1,20,2.850,0,HUR B ,FALL,2024,ENGINEERING,ENG TECH & IND DISTRIBUTION
ESET-369,4,10,4,0,0,18,3.000,0,HUR B ,FALL,2024,ENGINEERING,ENG TECH & IND DISTRIBUTION
ESET-369,3,10,5,0,0,18,2.888,0,HUR B ,FALL,2024,ENGINEERING,ENG TECH & IND DISTRIBUTION
ESET-369,5,9,3,0,0,17,3.117,0,HUR B ,FALL,2024,ENGINEERING,ENG TECH & IND DISTRIBUTION
ESET-369,3,12,3,0,0,18,3.000,0,HUR B ,FALL,2024,ENGINEERING,ENG TECH & IND DISTRIBUTION
ESET-400,2,8,0,0,0,10,3.200,0,AOUFI R ,FALL,2024,ENGINEERING,ENG TECH & IND DISTRIBUTION
ESET-400,2,7,3,0,0,12,2.916,0,AOUFI R ,FALL,2024,ENGINEERING,ENG TECH & IND DISTRIBUTION
ESET-400,3,6,2,0,0,11,3.090,0,AOUFI R ,FALL,2024,ENGINEERING,ENG TECH & IND DISTRIBUTION
ESET-400,2,3,1,0,0,6,3.166,0,AOUFI R ,FALL,2024,ENGINEERING,ENG TECH & IND DISTRIBUTION
ESET-400,5,8,3,1,0,17,3.000,0,AOUFI R ,FALL,2024,ENGINEERING,ENG TECH & IND DISTRIBUTION
ESET-400,2,10,2,0,0,14,3.000,0,AOUFI R ,FALL,2024,ENGINEERING,ENG TECH & IND DISTRIBUTION
ESET-400,9,6,1,0,0,16,3.500,0,AOUFI R ,FALL,2024,ENGINEERING,ENG TECH & IND DISTRIBUTION
ESET-400,4,10,2,0,0,16,3.125,0,AOUFI R ,FALL,2024,ENGINEERING,ENG TECH & IND DISTRIBUTION
ESET-400,3,12,0,0,0,15,3.200,0,AOUFI R ,FALL,2024,ENGINEERING,ENG TECH & IND DISTRIBUTION
ESET-400,4,10,1,0,0,15,3.200,0,AOUFI R ,FALL,2024,ENGINEERING,ENG TECH & IND DISTRIBUTION
ESET-400,6,10,0,0,0,16,3.375,0,AOUFI R ,FALL,2024,ENGINEERING,ENG TECH & IND DISTRIBUTION
ESET-415,2,10,3,0,0,15,2.933,0,HAMMAD E ,FALL,2024,ENGINEERING,ENG TECH & IND DISTRIBUTION
ESET-415,7,8,1,0,0,16,3.375,0,HAMMAD E ,FALL,2024,ENGINEERING,ENG TECH & IND DISTRIBUTION
ESET-415,4,6,7,0,0,17,2.823,0,HAMMAD E ,FALL,2024,ENGINEERING,ENG TECH & IND DISTRIBUTION
ESET-415,4,7,1,2,1,15,2.733,0,HAMMAD E ,FALL,2024,ENGINEERING,ENG TECH & IND DISTRIBUTION
ESET-419,20,33,14,0,0,67,3.089,0,GAURAV P ,FALL,2024,ENGINEERING,ENG TECH & IND DISTRIBUTION
ESET-419,7,39,25,0,0,71,2.746,1,SMITH C ,FALL,2024,ENGINEERING,ENG TECH & IND DISTRIBUTION
ESET-420,12,1,0,0,0,13,3.923,0,HUDSON L ,FALL,2024,ENGINEERING,ENG TECH & IND DISTRIBUTION
ESET-420,13,0,0,0,0,13,4.000,0,WILLEY H ,FALL,2024,ENGINEERING,ENG TECH & IND DISTRIBUTION
ESET-420,12,0,0,0,0,12,4.000,0,HUDSON L ,FALL,2024,ENGINEERING,ENG TECH & IND DISTRIBUTION
ESET-420,6,0,0,0,0,6,4.000,0,WILLEY H ,FALL,2024,ENGINEERING,ENG TECH & IND DISTRIBUTION
ESET-420,6,6,0,0,0,12,3.500,0,WILLEY H ,FALL,2024,ENGINEERING,ENG TECH & IND DISTRIBUTION
ESET-420,14,0,0,0,0,14,4.000,0,HUDSON L ,FALL,2024,ENGINEERING,ENG TECH & IND DISTRIBUTION
ESET-444,1,14,1,0,0,16,3.000,0,RANGEL N ,FALL,2024,ENGINEERING,ENG TECH & IND DISTRIBUTION
ESET-444,7,6,1,0,0,14,3.428,0,RANGEL N ,FALL,2024,ENGINEERING,ENG TECH & IND DISTRIBUTION
ESET-444,11,5,0,0,0,16,3.687,0,RANGEL N ,FALL,2024,ENGINEERING,ENG TECH & IND DISTRIBUTION
ESET-452,2,5,1,0,0,8,3.125,0,FINK R ,FALL,2024,ENGINEERING,ENG TECH & IND DISTRIBUTION
ESET-453,3,7,2,0,0,12,3.083,0,MUNNS T ,FALL,2024,ENGINEERING,ENG TECH & IND DISTRIBUTION
ESET-453,10,1,0,0,0,11,3.909,0,MUNNS T ,FALL,2024,ENGINEERING,ENG TECH & IND DISTRIBUTION
